stationID,stationName,security,regionID,constellationID,,reprocessingEfficiency,reprocessingStationsTake,reprocessingHangarFlag,dockingCostPerVolume,maxShipVolumeDockable,officeRentalCost,operationID,stationTypeID,corporationID,,,,,,,,,,solarSystemID
60002869,Hatakani VII - Moon 18 - Sukuuvestaa Corporation Production Plant,0.941060866,10000033,20000405,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000025,,,,,,,,,,30002764
60002872,Yashunen VII - Sukuuvestaa Corporation Warehouse,0.951230015,10000033,20000405,,0.5,0.05,4,0.00E+00,50000000,10000,39,1531,1000025,,,,,,,,,,30002762
60002875,Yashunen III - Sukuuvestaa Corporation Warehouse,0.951230015,10000033,20000405,,0.5,0.05,4,0.00E+00,50000000,10000,39,1531,1000025,,,,,,,,,,30002762
60002878,Vaajaita VI - Sukuuvestaa Corporation Warehouse,0.462063648,10000016,20000202,,0.5,0.05,4,0.00E+00,50000000,10000,6,1531,1000025,,,,,,,,,,30001383
60002881,Autaris VIII - Moon 4 - Sukuuvestaa Corporation Production Plant,0.468632011,10000016,20000202,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000025,,,,,,,,,,30001384
60002884,Arvasaras II - Moon 1 - Veles Clade Extractive Terminus,-1,10000070,20000789,,0.5,0.05,4,0.00E+00,50000000,10000,109,1529,1000292,,,,,,,,,,30001381
60002887,Autaris V - Sukuuvestaa Corporation Production Plant,0.468632011,10000016,20000202,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000025,,,,,,,,,,30001384
60002890,Vaajaita I - Sukuuvestaa Corporation Warehouse,0.462063648,10000016,20000202,,0.5,0.05,4,0.00E+00,50000000,10000,39,1531,1000025,,,,,,,,,,30001383
60002893,Akonoinen I - Sukuuvestaa Corporation Factory,0.494509892,10000016,20000202,,0.5,0.05,4,0.00E+00,50000000,10000,38,4024,1000025,,,,,,,,,,30001382
60002896,Funtanainen IV - Sukuuvestaa Corporation Production Plant,0.858976279,10000016,20000199,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000025,,,,,,,,,,30001364
60002899,Hageken VII - Moon 6 - Sukuuvestaa Corporation Warehouse,0.604187552,10000016,20000199,,0.5,0.05,4,0.00E+00,50000000,10000,6,1531,1000025,,,,,,,,,,30001367
60002902,Isikemi VI - Moon 3 - Sukuuvestaa Corporation Warehouse,0.780999432,10000016,20000199,,0.5,0.05,4,0.00E+00,50000000,10000,6,1531,1000025,,,,,,,,,,30001365
60002905,Isikemi VII - Moon 2 - Sukuuvestaa Corporation Warehouse,0.780999432,10000016,20000199,,0.5,0.05,4,0.00E+00,50000000,10000,6,1531,1000025,,,,,,,,,,30001365
60002908,Funtanainen III - Sukuuvestaa Corporation Factory,0.858976279,10000016,20000199,,0.5,0.05,4,0.00E+00,50000000,10000,38,4024,1000025,,,,,,,,,,30001364
60002911,Veisto V - Moon 15 - Sukuuvestaa Corporation Factory,0.842494848,10000016,20000199,,0.5,0.05,4,0.00E+00,50000000,10000,38,4024,1000025,,,,,,,,,,30001362
60002914,Piak III - Moon 5 - Caldari Constructions Production Plant,0.741152174,10000016,20000205,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30001403
60002917,Nonni I - Caldari Constructions Production Plant,0.508041099,10000016,20000205,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30001401
60002920,Litiura VIII - Caldari Constructions Production Plant,0.489404959,10000016,20000205,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30001400
60002923,Litiura I - Caldari Constructions Production Plant,0.489404959,10000016,20000205,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30001400
60002926,Pakkonen V - Moon 4 - Caldari Constructions Foundry,0.420910297,10000016,20000203,,0.5,0.05,4,0.00E+00,50000000,10000,4,1529,1000026,,,,,,,,,,30001390
60002929,Pakkonen II - Moon 1 - Caldari Constructions Foundry,0.420910297,10000016,20000203,,0.5,0.05,4,0.00E+00,50000000,10000,4,1529,1000026,,,,,,,,,,30001390
60002932,Pakkonen IV - Moon 18 - Caldari Constructions Foundry,0.420910297,10000016,20000203,,0.5,0.05,4,0.00E+00,50000000,10000,4,1529,1000026,,,,,,,,,,30001390
60002935,Pakkonen IV - Moon 19 - Caldari Constructions Production Plant,0.420910297,10000016,20000203,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30001390
60002938,Tartoken VII - Moon 17 - Caldari Constructions Production Plant,0.119319351,10000016,20000211,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30001441
60002941,Anin IX - Moon 13 - Caldari Constructions Production Plant,0.358628244,10000016,20000211,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30001439
60002944,Tartoken V - Moon 8 - Caldari Constructions Production Plant,0.119319351,10000016,20000211,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30001441
60002947,Tartoken VI - Caldari Constructions Production Plant,0.119319351,10000016,20000211,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30001441
60002950,Niyabainen IX - Moon 9 - Caldari Constructions Warehouse,0.9639236,10000002,20000020,,0.5,0.05,4,0.00E+00,50000000,10000,6,1531,1000026,,,,,,,,,,30000143
60002953,Jita V - Moon 17 - Caldari Constructions Production Plant,0.945913117,10000002,20000020,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30000142
60002956,Perimeter IX - Caldari Constructions Production Plant,0.953123231,10000002,20000020,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30000144
60002959,Jita IV - Moon 10 - Caldari Constructions Production Plant,0.945913117,10000002,20000020,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30000142
60002962,Nourvukaiken VII - Moon 4 - Caldari Constructions Production Plant,0.816556729,10000016,20000201,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30001376
60002965,Tsuguwa IV - Moon 13 - Caldari Constructions Warehouse,0.769323094,10000016,20000201,,0.5,0.05,4,0.00E+00,50000000,10000,6,1531,1000026,,,,,,,,,,30001375
60002968,Ekura VII - Moon 14 - Caldari Constructions Warehouse,0.876417384,10000016,20000201,,0.5,0.05,4,0.00E+00,50000000,10000,6,1531,1000026,,,,,,,,,,30001378
60002971,Iidoken III - Caldari Constructions Warehouse,0.843815746,10000016,20000201,,0.5,0.05,4,0.00E+00,50000000,10000,6,1531,1000026,,,,,,,,,,30001374
60002974,Ossa IX - Moon 2 - Caldari Constructions Foundry,0.53013686,10000016,20000198,,0.5,0.05,4,0.00E+00,50000000,10000,4,1529,1000026,,,,,,,,,,30001358
60002977,Dantumi V - Moon 1 - Caldari Constructions Warehouse,0.398267938,10000016,20000198,,0.5,0.05,4,0.00E+00,50000000,10000,6,1531,1000026,,,,,,,,,,30001356
60002980,Antiainen IV - Caldari Constructions Production Plant,0.560299193,10000016,20000198,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30001357
60002983,Kiskoken VII - Moon 4 - Caldari Constructions Foundry,0.518560477,10000016,20000198,,0.5,0.05,4,0.00E+00,50000000,10000,4,1529,1000026,,,,,,,,,,30001360
60002986,Isenairos VI - Caldari Constructions Warehouse,0.8039991,10000033,20000413,,0.5,0.05,4,0.00E+00,50000000,10000,6,1531,1000026,,,,,,,,,,30002815
60002989,Motsu VII - Moon 5 - Caldari Constructions Foundry,0.872794306,10000033,20000413,,0.5,0.05,4,0.00E+00,50000000,10000,4,1529,1000026,,,,,,,,,,30002819
60002992,Aramachi VI - Moon 11 - Caldari Constructions Foundry,0.489788584,10000033,20000413,,0.5,0.05,4,0.00E+00,50000000,10000,4,1529,1000026,,,,,,,,,,30002817
60002995,Oichiya VI - Moon 1 - Caldari Constructions Production Plant,0.847664463,10000033,20000413,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30002818
60002998,Ansila VIII - Moon 14 - Caldari Constructions Production Plant,0.91201701,10000002,20000019,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30000132
60003001,Ansila VIII - Moon 16 - Caldari Constructions Production Plant,0.91201701,10000002,20000019,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30000132
60003004,Eskunen XI - Moon 1 - Caldari Constructions Production Plant,0.625293935,10000002,20000019,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30000137
60003007,Eskunen VI - Caldari Constructions Warehouse,0.625293935,10000002,20000019,,0.5,0.05,4,0.00E+00,50000000,10000,6,1531,1000026,,,,,,,,,,30000137
60003010,Atai II - Moon 2 - Caldari Constructions Production Plant,0.48111387,10000016,20000208,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30001419
60003013,Aikantoh III - Moon 1 - Caldari Constructions Production Plant,0.645797392,10000016,20000208,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30001418
60003016,Atai II - Moon 7 - Caldari Constructions Production Plant,0.48111387,10000016,20000208,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30001419
60003019,Aikantoh I - Caldari Constructions Foundry,0.645797392,10000016,20000208,,0.5,0.05,4,0.00E+00,50000000,10000,4,1529,1000026,,,,,,,,,,30001418
60003022,Kusomonmon II - Moon 8 - Caldari Constructions Production Plant,0.847299954,10000033,20000411,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30002802
60003025,Kusomonmon IV - Moon 13 - Caldari Constructions Foundry,0.847299954,10000033,20000411,,0.5,0.05,4,0.00E+00,50000000,10000,4,1529,1000026,,,,,,,,,,30002802
60003028,Isikesu IV - Moon 5 - Caldari Constructions Production Plant,0.670042126,10000033,20000411,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000026,,,,,,,,,,30002804
60003031,Haatomo VII - Moon 3 - Caldari Constructions Warehouse,0.609265501,10000033,20000411,,0.5,0.05,4,0.00E+00,50000000,10000,6,1531,1000026,,,,,,,,,,30002800
60003034,Otela V - Moon 1 - The Convocation of Triglav Semiosis Theater,-1,10000070,20000787,,0.5,0.05,4,0.00E+00,50000000,10000,111,1529,1000298,,,,,,,,,,30000157
60003037,Otela II - Perun Clade Bioadaptation Chambers,-1,10000070,20000787,,0.5,0.05,4,0.00E+00,50000000,10000,106,1529,1000293,,,,,,,,,,30000157
60003040,Olo I - Moon 1 - Expert Housing Warehouse,0.676040547,10000002,20000022,,0.5,0.05,4,0.00E+00,50000000,10000,6,1531,1000027,,,,,,,,,,30000158
60003043,Akora VI - Moon 7 - Expert Housing Production Plant,0.324624876,10000002,20000023,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000027,,,,,,,,,,30000163
60003046,Maila VII - Expert Housing Warehouse,0.440715381,10000002,20000023,,0.5,0.05,4,0.00E+00,50000000,10000,6,1531,1000027,,,,,,,,,,30000162
60003049,Purjola VII - Expert Housing Production Plant,0.520526761,10000002,20000023,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000027,,,,,,,,,,30000161
60003052,Niyabainen IX - Moon 4 - Expert Housing Production Plant,0.9639236,10000002,20000020,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000027,,,,,,,,,,30000143
60003055,Jita IV - Moon 11 - Expert Housing Production Plant,0.945913117,10000002,20000020,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000027,,,,,,,,,,30000142
60003058,Niyabainen VIII - Moon 6 - Expert Housing Production Plant,0.9639236,10000002,20000020,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000027,,,,,,,,,,30000143
60003061,Mitsolen I - Moon 1 - Expert Housing Warehouse,0.633705945,10000002,20000017,,0.5,0.05,4,0.00E+00,50000000,10000,6,1531,1000027,,,,,,,,,,30000120
60003064,Vaankalen I - Moon 3 - Expert Housing Production Plant,0.647170374,10000002,20000017,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000027,,,,,,,,,,30000123
60003067,Itamo VII - Moon 5 - Expert Housing Warehouse,0.671738343,10000002,20000017,,0.5,0.05,4,0.00E+00,50000000,10000,6,1531,1000027,,,,,,,,,,30000119
60003070,Korsiki III - Moon 18 - Expert Housing Production Plant,0.643165759,10000002,20000026,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000027,,,,,,,,,,30000181
60003073,Osmon VI - Moon 1 - Expert Housing Production Plant,0.680264298,10000002,20000026,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000027,,,,,,,,,,30000180
60003076,Airaken VIII - Expert Housing Production Plant,0.503991882,10000002,20000026,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000027,,,,,,,,,,30000185
60003079,Nomaa I - Expert Housing Production Plant,0.606936086,10000002,20000018,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000027,,,,,,,,,,30000131
60003082,Tuuriainas III - Expert Housing Production Plant,0.610848927,10000002,20000018,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000027,,,,,,,,,,30000128
60003085,Nomaa VI - Moon 4 - Expert Housing Production Plant,0.606936086,10000002,20000018,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000027,,,,,,,,,,30000131
60003088,Isikemi II - Moon 1 - Expert Housing Warehouse,0.780999432,10000016,20000199,,0.5,0.05,4,0.00E+00,50000000,10000,6,1531,1000027,,,,,,,,,,30001365
60003091,Hageken VIII - Moon 5 - Expert Housing Warehouse,0.604187552,10000016,20000199,,0.5,0.05,4,0.00E+00,50000000,10000,6,1531,1000027,,,,,,,,,,30001367
60003094,Sobaseki XIII - Moon 4 - Expert Housing Warehouse,0.841025463,10000016,20000199,,0.5,0.05,4,0.00E+00,50000000,10000,6,1531,1000027,,,,,,,,,,30001363
60003097,Onatoh VII - Moon 23 - Expert Housing Production Plant,0.296424982,10000033,20000412,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000027,,,,,,,,,,30002811
60003100,Hasmijaala X - Moon 3 - Expert Housing Production Plant,0.335828896,10000033,20000412,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000027,,,,,,,,,,30002806
60003103,Eranakko IV - Moon 1 - Expert Housing Foundry,0.324032566,10000033,20000412,,0.5,0.05,4,0.00E+00,50000000,10000,4,1529,1000027,,,,,,,,,,30002810
60003106,Hirtamon VIII - Moon 5 - Expert Housing Warehouse,0.974726207,10000002,20000019,,0.5,0.05,4,0.00E+00,50000000,10000,6,1531,1000027,,,,,,,,,,30000133
60003109,Hykkota IV - Moon 7 - Expert Housing Production Plant,0.823653465,10000002,20000019,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000027,,,,,,,,,,30000134
60003112,Ohmahailen V - Moon 12 - Expert Housing Production Plant,0.663810823,10000002,20000019,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000027,,,,,,,,,,30000136
60003115,Sankkasen VII - Moon 6 - Expert Housing Production Plant,0.668238369,10000033,20000408,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000027,,,,,,,,,,30002783
60003118,Santola IV - Moon 1 - Expert Housing Production Plant,0.829997699,10000033,20000408,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000027,,,,,,,,,,30002785
60003121,Sankkasen IX - Moon 10 - Expert Housing Production Plant,0.668238369,10000033,20000408,,0.5,0.05,4,0.00E+00,50000000,10000,5,1529,1000027,,,,,,,,,,30002783
60003124,Litiura VIII - Moon 7 - Caldari Funds Unlimited Vault,0.489404959,10000016,20000205,,0.5,0.05,4,0.00E+00,50000000,10000,36,1530,1000028,,,,,,,,,,30001400
60003127,Nonni III - Caldari Funds Unlimited Depository,0.508041099,10000016,20000205,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000028,,,,,,,,,,30001401
60003130,Sankkasen IX - Moon 20 - Caldari Funds Unlimited Depository,0.668238369,10000033,20000408,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000028,,,,,,,,,,30002783
60003133,Santola VIII - Moon 11 - Caldari Funds Unlimited Depository,0.829997699,10000033,20000408,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000028,,,,,,,,,,30002785
60003136,Josameto IX - Moon 3 - Caldari Funds Unlimited Depository,0.577656293,10000002,20000022,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000028,,,,,,,,,,30000156
60003139,Liekuri VII - Moon 1 - Caldari Funds Unlimited Depository,0.600608295,10000002,20000022,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000028,,,,,,,,,,30000154
60003142,Maila III - Moon 1 - Caldari Funds Unlimited Depository,0.440715381,10000002,20000023,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000028,,,,,,,,,,30000162
60003145,Purjola VI - Moon 5 - Caldari Funds Unlimited Depository,0.520526761,10000002,20000023,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000028,,,,,,,,,,30000161
60003148,Hykkota V - Moon 17 - Caldari Funds Unlimited Depository,0.823653465,10000002,20000019,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000028,,,,,,,,,,30000134
60003151,Ansila V - Caldari Funds Unlimited Depository,0.91201701,10000002,20000019,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000028,,,,,,,,,,30000132
60003154,Malkalen IV - Moon 1 - Caldari Funds Unlimited Depository,0.948175045,10000016,20000204,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000028,,,,,,,,,,30001393
60003157,Ylandoki VI - Moon 8 - Caldari Funds Unlimited Depository,0.832836499,10000016,20000204,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000028,,,,,,,,,,30001395
60003160,Kaimon III - Moon 14 - Caldari Funds Unlimited Depository,0.68605201,10000033,20000403,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000028,,,,,,,,,,30002751
60003163,Kaimon III - Moon 15 - Caldari Funds Unlimited Depository,0.68605201,10000033,20000403,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000028,,,,,,,,,,30002751
60003166,Hatakani VII - Moon 1 - Caldari Funds Unlimited Depository,0.941060866,10000033,20000405,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000028,,,,,,,,,,30002764
60003169,Sivala VI - Moon 1 - Caldari Funds Unlimited Depository,0.550531907,10000033,20000405,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000028,,,,,,,,,,30002765
60003172,Akkio V - Moon 6 - Caldari Funds Unlimited Vault,0.162151414,10000002,20000028,,0.5,0.05,4,0.00E+00,50000000,10000,36,1530,1000028,,,,,,,,,,30000200
60003175,Tasti IX - Moon 12 - Caldari Funds Unlimited Depository,0.282290969,10000002,20000028,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000028,,,,,,,,,,30000195
60003178,Mastakomon XII - Caldari Funds Unlimited Depository,0.456966104,10000002,20000029,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000028,,,,,,,,,,30000202
60003181,Mastakomon VIII - Moon 2 - Caldari Funds Unlimited Depository,0.456966104,10000002,20000029,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000028,,,,,,,,,,30000202
60003184,Antiainen III - State and Region Bank Depository,0.560299193,10000016,20000198,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000029,,,,,,,,,,30001357
60003187,Kiskoken VII - Moon 14 - State and Region Bank Vault,0.518560477,10000016,20000198,,0.5,0.05,4,0.00E+00,50000000,10000,36,1530,1000029,,,,,,,,,,30001360
60003190,Korsiki III - Moon 11 - State and Region Bank Depository,0.643165759,10000002,20000026,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000029,,,,,,,,,,30000181
60003193,Inaya VIII - Moon 8 - State and Region Bank Depository,0.552350224,10000002,20000026,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000029,,,,,,,,,,30000182
60003196,Umokka VII - State and Region Bank Vault,0.561301465,10000016,20000206,,0.5,0.05,4,0.00E+00,50000000,10000,36,1530,1000029,,,,,,,,,,30001409
60003199,Ruvas VII - State and Region Bank Depository,0.780765406,10000016,20000206,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000029,,,,,,,,,,30001408
60003202,Hatakani VII - Moon 20 - State and Region Bank Depository,0.941060866,10000033,20000405,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000029,,,,,,,,,,30002764
60003205,Hatakani I - Moon 1 - State and Region Bank Depository,0.941060866,10000033,20000405,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000029,,,,,,,,,,30002764
60003208,Ihakana VI - State and Region Bank Depository,0.380808678,10000002,20000024,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000029,,,,,,,,,,30000169
60003211,Vahunomi X - Moon 4 - State and Region Bank Vault,0.531591776,10000002,20000024,,0.5,0.05,4,0.00E+00,50000000,10000,36,1530,1000029,,,,,,,,,,30000170
60003214,Horkkisen XVIII - State and Region Bank Vault,0.438425066,10000033,20000401,,0.5,0.05,4,0.00E+00,50000000,10000,36,1530,1000029,,,,,,,,,,30002741
60003217,Eitu VI - Moon 7 - State and Region Bank Depository,0.538035935,10000033,20000401,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000029,,,,,,,,,,30002740
60003220,Nourvukaiken VII - Moon 8 - State and Region Bank Depository,0.816556729,10000016,20000201,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000029,,,,,,,,,,30001376
60003223,Nourvukaiken VI - Moon 2 - State and Region Bank Depository,0.816556729,10000016,20000201,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000029,,,,,,,,,,30001376
60003226,Tuuriainas IV - State and Region Bank Depository,0.610848927,10000002,20000018,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000029,,,,,,,,,,30000128
60003229,Tuuriainas II - State and Region Bank Depository,0.610848927,10000002,20000018,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000029,,,,,,,,,,30000128
60003232,Karjataimon V - Moon 19 - State and Region Bank Depository,0.284706607,10000016,20000211,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000029,,,,,,,,,,30001440
60003235,Tartoken VII - Moon 7 - State and Region Bank Depository,0.119319351,10000016,20000211,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000029,,,,,,,,,,30001441
60003238,Purjola VII - Moon 10 - State and Region Bank Depository,0.520526761,10000002,20000023,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000029,,,,,,,,,,30000161
60003241,Akora IV - Moon 1 - State and Region Bank Depository,0.324624876,10000002,20000023,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000029,,,,,,,,,,30000163
60003244,Geras IV - Moon 1 - Modern Finances Depository,0.650146462,10000002,20000018,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30000126
60003247,Tuuriainas IV - Modern Finances Depository,0.610848927,10000002,20000018,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30000128
60003250,Vaere VIII - Moon 3 - Modern Finances Depository,0.821577372,10000068,20000776,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30005306
60003253,Alenia IV - Moon 4 - Modern Finances Depository,0.92391331,10000068,20000776,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30005302
60003256,Audaerne VI - Moon 5 - Modern Finances Depository,0.465939834,10000032,20000392,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30002684
60003259,Barmalie VI - Moon 4 - Modern Finances Vault,0.476490605,10000032,20000392,,0.5,0.05,4,0.00E+00,50000000,10000,36,1530,1000030,,,,,,,,,,30002683
60003262,Oursulaert VIII - Modern Finances Vault,0.890614976,10000064,20000727,,0.5,0.05,4,0.00E+00,50000000,10000,36,1530,1000030,,,,,,,,,,30004969
60003265,Oursulaert I - Modern Finances Vault,0.890614976,10000064,20000727,,0.5,0.05,4,0.00E+00,50000000,10000,36,1530,1000030,,,,,,,,,,30004969
60003268,Penirgman V - Moon 2 - Modern Finances Depository,0.858321777,10000043,20000509,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30003488
60003271,Penirgman IX - Moon 7 - Modern Finances Depository,0.858321777,10000043,20000509,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30003488
60003274,Mannar VII - Moon 12 - Modern Finances Depository,0.285022775,10000037,20000447,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30003060
60003277,Mannar IV - Moon 7 - Modern Finances Depository,0.285022775,10000037,20000447,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30003060
60003280,Laurvier IX - Moon 2 - Modern Finances Depository,0.731049558,10000064,20000732,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30005002
60003283,Adirain IV - Moon 2 - Modern Finances Depository,0.42368577,10000064,20000732,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30005003
60003286,Eitu III - Moon 5 - Modern Finances Depository,0.538035935,10000033,20000401,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30002740
60003289,Eitu III - Moon 9 - Modern Finances Depository,0.538035935,10000033,20000401,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30002740
60003292,Brapelille IX - Moon 18 - Modern Finances Depository,0.672466187,10000032,20000395,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30002699
60003295,Bawilan VIII - Moon 17 - Modern Finances Depository,0.539167513,10000032,20000395,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30002700
60003298,Nourvukaiken II - Moon 1 - Modern Finances Depository,0.816556729,10000016,20000201,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30001376
60003301,Nourvukaiken VII - Moon 13 - Modern Finances Depository,0.816556729,10000016,20000201,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30001376
60003304,Adahum IX - Moon 2 - Modern Finances Vault,0.607685905,10000020,20000243,,0.5,0.05,4,0.00E+00,50000000,10000,36,1530,1000030,,,,,,,,,,30001648
60003307,Tividu IV - Moon 9 - Modern Finances Depository,0.572841744,10000020,20000243,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30001644
60003310,Erindur VIII - Moon 18 - Modern Finances Vault,0.603009295,10000042,20000506,,0.5,0.05,4,0.00E+00,50000000,10000,36,1530,1000030,,,,,,,,,,30003472
60003313,Hroduko VII - Moon 14 - Modern Finances Depository,0.712585234,10000042,20000506,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30003468
60003316,T-LIWS IV - Moon 6 - Modern Finances Depository,-0.066249597,10000041,20000481,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30003299
60003319,UM-Q7F X - Modern Finances Depository,-0.04918649,10000041,20000481,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30003298
60003322,Ylandoki V - Moon 7 - Modern Finances Depository,0.832836499,10000016,20000204,,0.5,0.05,4,0.00E+00,50000000,10000,35,1529,1000030,,,,,,,,,,30001395
